,anime_id,title,type,source,episodes,rating,score,producer,studio,genre,release_season,is_licensed,nr_synonyms,min_duration,op_artists,ed_artists
10157,23121,Jinsei,TV,Light novel,13,PG-13 - Teens 13 or older,6.55,"VAP, Yomiuri Telecasting",feel.,"Comedy, School, Slice of Life",Summer,True,1,24.0,Ayame Tajiri and Yurika Takahashi,"Jinseiz (じんせーず) [Rino Endou (CV: Hiyori Nitta), Fumi Kujou (CV: Moe Toyota), Ikumi Suzuki (CV: Ayaka Suwa)]"
10158,21717,Koisuru Niwatori,Music,Unknown,1,G - All Ages,5.28,NHK,,Music,Winter,False,3,2.0,,
10159,1437,Lupin III: Honoo no Kioku - Tokyo Crisis,Special,Unknown,1,PG-13 - Teens 13 or older,7.3,"VAP, TMS Entertainment, Tohokushinsha Film Corporation",Tokyo Movie Shinsha,"Action, Adventure, Comedy, Mystery, Shounen",Summer,True,2,60.0,,Megumi Hayashibara
10160,4356,Innocent Blue,OVA,Visual novel,2,Rx - Hentai,6.04,Himajin Planning,,Hentai,Fall,False,2,25.0,,
10161,53,Ai Yori Aoshi,TV,Manga,24,PG-13 - Teens 13 or older,7.21,"Movic, Fuji TV, Pioneer LDC, Cosmic Ray",J.C.Staff,"Comedy, Drama, Harem, Romance, Slice of Life",Spring,True,1,23.0,Yoko Ishida,"The Indigo,:, Yukino Satsuki"
10162,36563,Megalo Box,TV,Original,13,R - 17+ (violence & profanity),8.44,,TMS Entertainment,"Action, Drama, Sci-Fi, Shounen, Slice of Life, Sports",Spring,False,0,24.0,LEO Imai,NakamuraEmi
10163,5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,OVA,Unknown,2,PG-13 - Teens 13 or older,6.25,Nagoya TV Housou,Sunrise,Mecha,Fall,False,1,29.0,,
10165,35806,"Haikyuu!!: vs ""Akaten""",OVA,Manga,1,PG-13 - Teens 13 or older,7.71,,Production I.G,"Sports, Shounen",Spring,False,3,24.0,,
10167,1420,Lupin III: Russia yori Ai wo Komete,Special,Unknown,1,R+ - Mild Nudity,6.85,Tokyo Movie Shinsha,,"Action, Adventure, Mystery, Comedy, Seinen",Summer,True,2,60.0,,Hatsumi Shibata
10168,31658,Kuroko no Basket Movie 4: Last Game,Movie,Manga,1,PG-13 - Teens 13 or older,8.29,Bandai Visual,Production I.G,"Sports, School, Shounen",Spring,False,2,60.0,,GRANRODEO
10169,36884,Hisone to Maso-tan,TV,Original,0,PG-13 - Teens 13 or older,7.5,,Bones,"Military, Comedy, Drama, Fantasy",Spring,True,3,24.0,Riko Fukumoto (福本莉子),D Pai
10170,6164,Aoi Hana,TV,Manga,11,PG-13 - Teens 13 or older,7.25,"Fuji TV, Fuji Pacific Music Publishing",J.C.Staff,"Romance, Slice of Life, Shoujo Ai",Summer,True,2,22.0,Kukikodan,Ceui
10171,10720,Korekuraide Utau,Music,Unknown,1,G - All Ages,7.02,,,Music,Spring,False,0,6.0,,
10173,2990,Mini Skirt Gakuen,OVA,Original,1,Rx - Hentai,4.46,Obtain Future,,Hentai,Winter,True,1,19.0,,
10174,7273,Nido to Mezamenu Komori Uta,Movie,Unknown,1,R+ - Mild Nudity,5.15,,,"Dementia, Drama",,True,3,27.0,,
10176,2305,Mobile Suit SD Gundam Mk III,OVA,Unknown,6,PG-13 - Teens 13 or older,6.06,,Sunrise,"Mecha, Parody, Sci-Fi",Spring,False,1,5.0,,
10177,17871,Yonhyakunijuu Renpai Girl,Special,Light novel,1,PG-13 - Teens 13 or older,5.95,,Trigger,"Comedy, Romance, School",Winter,True,1,2.0,,
10178,8190,Nodame Cantabile OVA 2,OVA,Unknown,1,PG-13 - Teens 13 or older,7.66,,J.C.Staff,"Comedy, Romance, Josei",Spring,False,1,11.0,Yuu Sakai (さかいゆう),Real Paradis with Nodame Orchestra
10180,28715,Rusty Nail,Music,Music,1,PG-13 - Teens 13 or older,6.16,Warner Music Japan,,"Action, Music, Sci-Fi",,False,2,5.0,,
10181,33947,Dragon Ball Z: The Real 4-D,Special,Manga,1,PG - Children,6.33,Universal Studios,,"Action, Fantasy, Shounen, Super Power",Summer,False,0,11.0,,
10182,34959,Gakuen Shinshoku: XX of the Dead,OVA,Visual novel,2,Rx - Hentai,6.56,,,Hentai,Spring,False,0,30.0,,Confetti Smile
10183,511,Kidou Shinsengumi Moeyo Ken TV,TV,Game,13,PG-13 - Teens 13 or older,6.26,Picture Magic,Trinet Entertainment,"Adventure, Comedy, Historical, Fantasy",Summer,True,0,25.0,Hiromi Satou,Misato Fujiya
10184,36864,Akkun to Kanojo,TV,Manga,0,PG-13 - Teens 13 or older,6.51,,Yumeta Company,"Comedy, Romance, School, Josei",Spring,True,1,3.0,,
10185,10165,Nichijou,TV,Manga,26,PG-13 - Teens 13 or older,8.52,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do",Kyoto Animation,"Slice of Life, Comedy, School",Spring,True,1,23.0,Hyadain (Kenichi Maeyamada),"Sayaka Sasaki,:, Sayaka Sasaki,:, Nano Shinonome, Hakase & Sakamoto-san (Shizuka Furuya, Hiromi Konno & Minoru Shiraishi),:, Yuuko, Mio & Mai (Mariko Honda, Mai Aizawa & Misuzu Togashi),:, Takasaki-sensei, Sakurai-sensei, Nakamura-sensei, Makoto Sakurai, Yuria Sekiguchi, Haruna Annaka & Ogi (Tetsu Inada, Mami Kosuge, Kaoru Mizuhara, Takahiro Hikami, Ai Hirosaka, Kaori Sadohara, Ryouta Takeuchi),:, Sasahara, Misato, Nakanojou, Weboshi & Fecchan (Yoshihisa Kawahara, Chika Horikawa, Kazutomi Yamamoto, Youko Tamaoki & Yumi Higuchi),:, Hakase & Mai (Hiromi Konno & Misuzu Togashi),:, Yuuko, Mio & Mai (Mariko Honda, Mai Aizawa & Misuzu Togashi)"
10188,30358,Turnover,ONA,Unknown,1,G - All Ages,5.73,,Studio 4°C,"Slice of Life, School",Spring,False,0,2.0,,
10190,36166,Fireball Humorous,TV,Original,3,G - All Ages,5.59,Walt Disney Studios,Jinnis Animation Studios,"Sci-Fi, Comedy",Fall,False,0,2.0,,
10191,9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Movie,Light novel,1,,7.1,,Toei Animation,"Mystery, Shounen",Summer,True,0,60.0,,The Alfee
10192,34964,Killing Bites,TV,Manga,12,R+ - Mild Nudity,6.86,"Sotsu, Mainichi Broadcasting System, NBCUniversal Entertainment Japan, Medicos Entertainment, Fields, KLab",LIDENFILMS,"Action, Sci-Fi, Ecchi, Seinen",Winter,True,0,24.0,fripSide,Kitsunetsuki (キツネツキ)
10193,25719,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",Special,4-koma manga,1,PG-13 - Teens 13 or older,6.93,,feel.,"Slice of Life, Comedy, Seinen",Fall,False,3,23.0,"Nagarekawa Girls [Nanako Usami (Miku Itou), Yukari Kohinata (Sachika Misawa)]","Nanako Usami (Miku Itou), Yukari Kohinata (Sachika Misawa), Yui Mikoze (Maya Yoshioka), Mirai Nazukari (Inori Minase)"
10194,12935,Utakata Hanabi,Music,Unknown,1,G - All Ages,6.63,Sony Music Entertainment,Madhouse,Music,Summer,False,0,6.0,,
10195,7915,Otaku no Seiza,OVA,Game,2,R+ - Mild Nudity,5.68,KSS,"Bee Media, 81 Produce","Comedy, Parody",Fall,False,2,24.0,,"山下玲子, Aurora 5 Nin Musume, Chiemi Chiba, 山下真希, Reiko Chiba, 橋本市子"
10196,9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,OVA,Unknown,1,G - All Ages,6.45,,Sunrise,"Action, Adventure, Mecha, Sci-Fi",Fall,False,2,57.0,,
10197,3287,Tenkuu Danzai Skelter+Heaven,OVA,Game,1,PG-13 - Teens 13 or older,1.9,Idea Factory,,"Sci-Fi, Mecha",Winter,False,1,19.0,Minori Chihara,Minori Chihara
10198,13837,Detective Conan Bonus File: Fantasista Flower,OVA,Unknown,1,G - All Ages,7.5,"Shogakukan Productions, Tokyo Movie Shinsha, Toho",,"Comedy, Mystery, Police, Shounen, Sports",Spring,False,2,25.0,,grram
10199,5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,OVA,Original,1,R - 17+ (violence & profanity),6.16,Studio Zain,,"Ecchi, Magic",Winter,False,1,50.0,Naoko Matsui,Satomi Koorogi
10201,9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,Manga,3,R+ - Mild Nudity,7.73,,Satelight,"Action, Comedy, Ecchi, Shounen, Sports",Fall,False,1,28.0,,"a flood of circle,:, a flood of circle"
10202,30332,Comics,Movie,Unknown,1,G - All Ages,4.52,,,Dementia,,False,2,3.0,,
10204,5246,Adesugata Mahou no Sannin Musume,OVA,Original,1,PG-13 - Teens 13 or older,5.42,,Studio Pierrot,"Magic, Comedy, Shoujo",Spring,False,5,29.0,,
10205,19283,Oyako Rankan The Animation,OVA,Visual novel,1,Rx - Hentai,6.24,Pink Pineapple,,Hentai,Fall,False,1,28.0,,
10206,14045,Mangirl!,TV,Manga,13,PG-13 - Teens 13 or older,5.99,Earth Star Entertainment,Doga Kobo,"Comedy, Slice of Life",Winter,False,0,3.0,"M＠N☆GIRL! (Kanako Miyamoto, Yuri Komagata, Moemi Otaka, Ayaka Ohashi)","M＠N☆GIRL! (Kanako Miyamoto, Yuri Komagata, Moemi Otaka, Ayaka Ohashi)"
10207,34125,High School Fleet OVA,OVA,Original,2,PG-13 - Teens 13 or older,7.21,Cromea,Production IMS,"Action, Military, School",Spring,False,1,24.0,TrySail,Luna Haruna
10208,1834,Dragon Knight 4,OVA,Visual novel,4,Rx - Hentai,5.87,Pink Pineapple,,"Adventure, Fantasy, Hentai, Magic",Fall,True,1,30.0,,Yoko Asada
10209,292,Dear Boys,TV,Manga,26,PG-13 - Teens 13 or older,6.95,OB Planning,A.C.G.T.,"Drama, Shounen, Sports",Spring,True,0,24.0,DA PUMP,F Chris
10211,4012,First Squad,Music,Unknown,1,PG-13 - Teens 13 or older,5.93,,Studio 4°C,"Action, Music",Spring,False,3,3.0,,
10213,3874,Ashita e Free Kick,TV,Original,52,PG-13 - Teens 13 or older,6.65,Ashi Production,Production Reed,Sports,Spring,False,1,23.0,Takeshi Kusao,Takeshi Kusao
10214,8246,Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,Manga,1,PG-13 - Teens 13 or older,7.53,Toho,Studio Pierrot,"Action, Comedy, Martial Arts, Shounen, Super Power",Summer,True,2,60.0,,Kana Nishino
10216,8525,Kami nomi zo Shiru Sekai,TV,Manga,12,PG-13 - Teens 13 or older,7.88,"TV Tokyo, Geneon Universal Entertainment",Manglobe,"Comedy, Harem, Romance, Shounen, Supernatural",Fall,True,1,23.0,Oratorio The World God Only Knows,"Kami no Mizo Shiri-tai featuring Ayana Taketatsu,:, Tomo Sakurai,:, Kanae Itou,:, Kami no Mizo Shiri-tai featuring Kana Hanazawa"
10217,32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,Special,Original,1,PG-13 - Teens 13 or older,7.22,,Xebec Zwei,"Action, Military, Sci-Fi, Drama, Mecha",Winter,False,0,35.0,,
10219,1487,.hack//Unison,Special,Original,1,PG-13 - Teens 13 or older,6.79,"Bandai Visual, Bandai",Bee Train,"Adventure, Comedy, Fantasy, Game, Magic, Sci-Fi",Fall,True,1,24.0,See-Saw,See-Saw
10220,3935,Karakuri Kiden: Hiwou Senki,TV,Original,26,,6.67,Bandai Visual,Bones,"Action, Adventure, Mecha, Historical",Fall,True,2,25.0,Hiroshi Yamaguchi,Kumiko Endou
10221,2505,Ringetsu The Animation,OVA,Visual novel,3,Rx - Hentai,6.76,Milky Animation Label,Flavors Soft,Hentai,Summer,True,0,27.0,,
10222,1795,Dirty Pair: Bouryaku no 005-bin,OVA,Light novel,1,PG-13 - Teens 13 or older,6.91,,Sunrise,"Action, Sci-Fi, Adventure, Comedy, Police",Winter,True,0,59.0,,
10223,2858,Ikusa Otome Valkyrie,OVA,Visual novel,2,Rx - Hentai,6.29,"Kitty Films, Himajin Planning",,Hentai,Winter,True,0,30.0,,
10224,3460,Bosco Daibouken,TV,Book,26,PG - Children,7.18,,Nippon Animation,"Kids, Adventure, Fantasy",Fall,True,0,25.0,Noriko Hidaka,Noriko Hidaka
10225,17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,Movie,Manga,1,R - 17+ (violence & profanity),7.57,Bandai Visual,Production I.G,"Mecha, Police, Psychological, Sci-Fi",Summer,True,1,58.0,Cornelius,salyu× salyu (サリュバイサリュ)
10226,33522,Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen,ONA,Manga,6,PG-13 - Teens 13 or older,6.3,,,"Sports, Shounen",Summer,False,0,1.0,,
10227,21105,Love Stage!!,TV,Manga,10,PG-13 - Teens 13 or older,7.62,Kadokawa Shoten,J.C.Staff,"Comedy, Romance, Shounen Ai",Summer,True,0,23.0,SCREEN mode,Kazutomi Yamamoto
10228,8130,Mighty Orbots,TV,Original,13,PG - Children,6.01,Tokyo Movie Shinsha,,"Sci-Fi, Adventure, Comedy, Mecha",Fall,True,0,23.0,,
10229,6379,Kyou no 5 no 2 (TV): Takarabako,OVA,Unknown,1,PG-13 - Teens 13 or older,7.14,,Xebec,"Comedy, Ecchi, School, Seinen",Fall,False,5,28.0,"Friends: Yuu Kobayashi, Asami Shimoda, MAKO, Satomi Akesaka, Youko Honda, Kana Asumi","Friends: Yuu Kobayashi, Asami Shimoda, MAKO, Satomi Akesaka, Youko Honda, Kana Asumi,:, Friends: Yuu Kobayashi, Asami Shimoda, MAKO, Satomi Akesaka, Youko Honda, Kana Asumi"
10230,98,Mai-HiME,TV,Original,26,PG-13 - Teens 13 or older,7.55,"Bandai Visual, TV Tokyo Music, Studio Zain",Sunrise,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",Fall,True,1,23.0,Minami Kuribayashi,"Aki Misato,:, Minami Kuribayashi"
10231,2421,Super Kuma-san,Special,Unknown,1,G - All Ages,6.15,,Toei Animation,"Comedy, Fantasy",Summer,False,1,20.0,,
10234,32084,"Watashitachi, Luck Logic-bu!",TV,Card game,12,PG-13 - Teens 13 or older,5.39,Bushiroad,Doga Kobo,"Game, Comedy, School",Winter,False,1,1.0,,
10235,2074,Kero Kero Chime,TV,Manga,30,PG-13 - Teens 13 or older,6.55,Studio Comet,,"Adventure, Fantasy, Comedy",Spring,False,0,24.0,Love Connection,Miho Chikazawa
10236,34738,Sengoku Choujuu Giga: Otsu,TV,Original,13,PG-13 - Teens 13 or older,5.93,King Records,ILCA,"Historical, Demons, Supernatural, Samurai",Winter,True,1,3.0,,
10237,9905,Captain (TV),TV,Manga,26,G - All Ages,6.33,,Eiken,"Sports, Shounen",Winter,False,0,25.0,99Harmony,99Harmony
10240,3902,Spotlight,OVA,Visual novel,2,Rx - Hentai,5.58,Y.O.U.C,,"Music, Hentai",Winter,True,1,30.0,,
10242,31373,Rudolf to Ippaiattena,Movie,Novel,1,G - All Ages,6.88,"Dentsu, Kodansha, Bandai, YTV, Toho","OLM, OLM Digital, Sprite Animation Studios","Adventure, Kids",Summer,True,1,60.0,,back number
10243,20529,Harinezumi,Music,Unknown,1,G - All Ages,5.71,Sony Music Entertainment,,Music,Summer,True,0,3.0,,
10245,7472,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,Manga,1,R - 17+ (violence & profanity),8.57,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros., Shueisha",Sunrise,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Spring,True,3,60.0,,DOES
10246,36424,Princess Principal: Ange Report,ONA,Original,1,R - 17+ (violence & profanity),6.62,,"Actas, Studio 3Hz","Action, Mystery",Fall,False,1,24.0,,
10247,51,Tenshi Kinryouku,OVA,Manga,3,R+ - Mild Nudity,6.42,"Bandai Visual, AIC, Lantis, Audio Tanaka",Hal Film Maker,"Action, Drama, Romance, Shoujo, Supernatural",Spring,True,0,30.0,Yula Yayoi,Φ
10248,12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,Movie,Unknown,1,PG-13 - Teens 13 or older,6.8,,Toei Animation,"Action, Comedy, Drama, Romance, Martial Arts, Samurai",Summer,False,6,40.0,,
10249,18481,Bishoujo Animerama: Gokkun Doll - Choujigen Pico-chan Toujou!!,OVA,Unknown,1,Rx - Hentai,4.8,,,"Hentai, School, Sci-Fi",Spring,False,1,30.0,,
10250,26053,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,Movie,Original,1,G - All Ages,6.61,,,"Action, Comedy, Fantasy, Magic, Shoujo",Winter,False,2,12.0,,
10252,15005,Kyou no Asuka Show,ONA,Manga,20,PG-13 - Teens 13 or older,6.78,"Lantis, Half H.P Studio",Silver Link.,"Comedy, Ecchi, Seinen",Summer,False,1,3.0,,
10254,30326,Ushi Atama,Movie,Unknown,1,G - All Ages,4.73,,,Dementia,,True,0,3.0,,
10255,2731,Shishunki Bishoujo Gattai Robo Z-Mind,OVA,Unknown,6,,5.76,,Sunrise,"Action, Parody, Mecha",Winter,True,1,30.0,Masako Iwanaga,Masako Iwanaga
10258,3816,Idol Fight Suchie-Pai 2,OVA,Game,1,PG-13 - Teens 13 or older,4.27,"Nippon Columbia, Darts",Daume,"Action, Ecchi",Spring,True,3,30.0,,
10259,34173,Buddy Go! 2,Special,Manga,4,PG - Children,6.37,,,"Comedy, Romance, Shoujo",Fall,False,3,1.0,,
10260,4719,Queen&#039;s Blade: Rurou no Senshi,TV,Other,12,R+ - Mild Nudity,6.28,"Genco, Media Factory, AT-X, Magic Capsule, Hobby Japan, Toranoana",Arms,"Action, Adventure, Ecchi, Fantasy",Spring,True,2,24.0,Rie Oohashi,"Ayako Kawasumi, Mamiko Noto and Aya Hirano"
10261,23033,Furueru Kuchibiru,OVA,Manga,1,Rx - Hentai,6.83,"Pashmina, Studio 1st",,Hentai,Spring,True,1,24.0,,
10262,8217,Jewelpet Twinkle☆,TV,Original,52,PG - Children,7.6,"TV Tokyo, Sotsu, Sanrio, Studio Jack",Studio Comet,"Fantasy, Magic, School, Shoujo",Spring,False,3,24.0,Masuyama Kayano with Ruby,"Akari, Miria, and Sara"
10263,1899,Masou Kishin Cybuster,TV,Unknown,26,PG-13 - Teens 13 or older,6.24,"TV Tokyo, Bandai Visual, Nihon Ad Systems, Ashi Production",Production Reed,"Adventure, Mecha, Sci-Fi, Shounen",Spring,True,2,24.0,Masaaki Endou,Hitomi Yaida
10264,5249,Mitsume ga Tooru,TV,Manga,48,G - All Ages,6.79,Tezuka Productions,,Adventure,Fall,False,1,24.0,,
10266,5819,Tori no Uta,OVA,Unknown,1,PG-13 - Teens 13 or older,6.54,,Toei Animation,Fantasy,Winter,True,0,34.0,,
10267,4060,Grimm Masterpiece Theater,TV,Other,24,G - All Ages,7.56,,Nippon Animation,"Adventure, Comedy, Kids, Magic, Fantasy",Fall,True,2,24.0,Ushio Hashimoto,"Ushio Hashimoto, Mori no Ki Jidou Gasshoudan"
10268,25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA,Manga,2,PG-13 - Teens 13 or older,7.72,"Starchild Records, Kodansha",Studio Deen,"Drama, Josei",Spring,False,0,39.0,,
10269,6375,Kagaku Ninja-tai Gatchaman F,TV,Unknown,48,PG-13 - Teens 13 or older,6.6,Fuji TV,Tatsunoko Production,"Action, Adventure, Sci-Fi, Shounen",Fall,True,4,24.0,"Columbia Yurikago Kai, Isao Sasaki",Columbia Yurikago Kai
10270,37230,Tales of the Rays: Mirrage Prison,ONA,Game,1,G - All Ages,5.78,,,"Fantasy, Game",Winter,True,0,1.0,,
10271,2252,Devilman,TV,Manga,39,R - 17+ (violence & profanity),6.47,Dynamic Planning,Toei Animation,"Action, Demons, Horror, Supernatural",Summer,True,1,25.0,Keizou Toda,Keizou Toda
10273,950,Street Fighter Alpha: Generations,Movie,Game,1,PG-13 - Teens 13 or older,6.57,,APPP,"Adventure, Shounen",Fall,True,1,42.0,,
10274,5027,Stitch!,TV,Other,25,PG - Children,6.03,Walt Disney Studios,Madhouse,"Adventure, Comedy, Kids",Fall,True,0,25.0,BEGIN,BEGIN and Kanako Hatoma
10277,33276,Konnichiwa Onara Gorou,ONA,Original,1,PG - Children,4.38,,,Comedy,Spring,False,1,2.0,,
10279,912,Ninkuu,TV,Manga,55,PG-13 - Teens 13 or older,7.11,"Fuji TV, Yomiuri Advertising",Studio Pierrot,"Adventure, Shounen",Winter,False,1,24.0,Yume Suzuki,"Yume Suzuki,:, Yume Suzuki"
10280,1683,Di Gi Charat Nyo,TV,Unknown,104,G - All Ages,7.21,"TV Osaka, Broccoli",Madhouse,"Comedy, Fantasy, Sci-Fi",Spring,True,1,12.0,"Prière,:, Asami Sanada, Miyuki Sawashiro, and Kyoko Hikami","Prière,:, Asami Sanada, Miyuki Sawashiro, Kyoko Hikami, and Yuka Iguchi,:, Asami Sanada, Miyuki Sawashiro, and Kyoko Hikami"
10283,7458,Watashi no Shiranai Mesu no Kao,OVA,Visual novel,1,Rx - Hentai,6.33,"Studio Eromatick, Mary Jane",,Hentai,Winter,False,0,30.0,,
10284,7769,Ookami-san to Shichinin no Nakama-tachi,TV,Light novel,12,PG-13 - Teens 13 or older,7.33,"Genco, Marvelous, Media Factory, AT-X, Magic Capsule, flying DOG",J.C.Staff,"Comedy, Parody, Romance",Summer,True,2,24.0,May&#039;n,"May&#039;n,:, OToGi8"
10285,32059,Master of Torque 3,ONA,Original,1,G - All Ages,5.61,,Shimogumi,"Action, Sci-Fi",Spring,False,1,20.0,,
10286,198,Speed Grapher,TV,Original,24,R+ - Mild Nudity,7.43,"TV Asahi, WAO World, TAP",Gonzo,"Action, Mystery, Super Power",Spring,True,0,23.0,Duran Duran,Shione Yukawa
10287,8921,Believe,Music,Unknown,1,G - All Ages,6.01,,Tatsunoko Production,"Action, Super Power, Music",Spring,False,2,11.0,,
10288,16668,Kakumeiki Valvrave,TV,Original,12,R - 17+ (violence & profanity),7.27,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Bandai, Bandai Namco Entertainment",Sunrise,"Action, Military, Space, Mecha",Spring,True,1,24.0,T.M.Revolution x Nana Mizuki,"T.M.Revolution x Nana Mizuki,:, ELISA"
10289,8011,Time Bokan Series: Gyakuten Ippatsuman,TV,Unknown,58,PG-13 - Teens 13 or older,6.17,,Tatsunoko Production,"Action, Comedy, Mecha, Sci-Fi",Winter,False,3,24.0,"ジャラ, Igarashi Rei, Kawakami Tomoko, 綾崎ミキ, Takemasa Hiroko, Pink Piggies, Yamamoto Masayuki, Hamura Kyouko, 高柳富子, 重田由美子, 中尾美貴","ジャラ, Igarashi Rei, Kawakami Tomoko, 綾崎ミキ, Takemasa Hiroko, Pink Piggies, Yamamoto Masayuki, Hamura Kyouko, 高柳富子, 重田由美子, 中尾美貴"
10291,3574,Switch,OVA,Manga,2,PG-13 - Teens 13 or older,7.06,Frontier Works,Actas,"Action, Mystery, Police",Fall,False,0,30.0,MIRANOSAND,MIRANOSAND
10292,31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,OVA,Visual novel,1,Rx - Hentai,6.65,Pink Pineapple,Office Takeout,"Harem, Hentai, School",Fall,False,0,26.0,,
10294,3599,Shin Kujakuou,OVA,Unknown,2,R+ - Mild Nudity,6.14,"Pony Canyon, Pioneer LDC, Shueisha",Madhouse,"Action, Demons, Horror",Spring,True,1,55.0,,
10297,1476,City Hunter: Hyakuman Dollar no Inbou,OVA,Unknown,1,PG-13 - Teens 13 or older,7.48,,Sunrise,"Action, Comedy, Mystery, Shounen",Summer,True,7,45.0,,Youko Oginome
10299,27811,Zhong Hua Xiao Zi,TV,Unknown,26,PG - Children,6.49,,,"Action, Historical, Demons, Supernatural, Martial Arts, Samurai",Winter,True,1,25.0,,
10301,430,Fullmetal Alchemist: The Conqueror of Shamballa,Movie,Manga,1,PG-13 - Teens 13 or older,7.69,"Aniplex, Square Enix, Shochiku, Mainichi Broadcasting System",Bones,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Summer,True,3,60.0,L&#039;Arc~en~Ciel,L&#039;Arc~en~Ciel
10302,30953,Arslan Senki (TV) Specials,Special,Manga,8,PG-13 - Teens 13 or older,6.74,,"SANZIGEN, LIDENFILMS",Comedy,Summer,False,0,1.0,,
10304,3033,Digimon Tamers: Bousou Digimon Tokkyuu,Movie,Original,1,PG - Children,7.13,,Toei Animation,"Adventure, Comedy, Sci-Fi, Shounen",Spring,True,2,30.0,Kouji Wada,AiM
10306,31689,Requiem (ONA),ONA,Original,1,R+ - Mild Nudity,3.77,,,Dementia,Winter,False,0,2.0,,
10307,36027,Ousama Game The Animation,TV,Novel,12,R - 17+ (violence & profanity),5.18,"AT-X, Warner Music Japan, Amuse, Hakuhodo DY Music &amp; Pictures, Futabasha, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation",Seven,"Dementia, Supernatural, School, Drama, Horror, Mystery",Fall,True,1,23.0,coldrain,Pile
10308,3479,Taimanin Asagi,OVA,Visual novel,4,Rx - Hentai,7.04,"Pixy, Anime Antenna Iinkai",,"Action, Demons, Hentai, Martial Arts, Supernatural",Winter,False,2,30.0,,"Oda Chieri feat. Shock ""S"""
10310,3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,Special,Original,1,PG-13 - Teens 13 or older,7.45,,Gainax,"Action, Adventure, Comedy, Mecha, Sci-Fi",Winter,False,3,24.0,Shōko Nakagawa,High Voltage
10311,32898,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,Special,Other,1,PG-13 - Teens 13 or older,5.81,,Sunrise,"Action, Space, Mecha",Winter,False,2,12.0,,
10313,35459,Boku no Hero Academia: Training of the Dead,OVA,Manga,1,PG-13 - Teens 13 or older,7.59,,Bones,"Action, Comedy, Super Power, School, Shounen",Summer,False,1,25.0,,
10314,10213,Maji de Watashi ni Koi Shinasai!,TV,Visual novel,12,PG-13 - Teens 13 or older,6.97,,Lerche,"Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School",Fall,True,2,23.0,"Endoh Masaaki, Kitadani Hiroshi, Misato Aki","Asakawa Yuu, Gotou Yuuko, Hyousei, Itou Shizuka, Tomonaga Akane"
10315,35465,"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",ONA,Game,1,G - All Ages,6.33,XFLAG Pictures,LIDENFILMS,"Action, Game, Music, Fantasy",Spring,True,3,21.0,,Lucifer (Yoko Hikasa)
10317,1040,Mizuiro Jidai,TV,Manga,47,PG-13 - Teens 13 or older,6.98,Studio Comet,Nippon Animation,"Slice of Life, Drama, Romance, School, Shoujo",Spring,False,2,25.0,Jun Yoneya,Masami Suzuki
10318,33142,Re:Zero kara Hajimeru Break Time,Special,Light novel,11,PG-13 - Teens 13 or older,6.76,TV Tokyo,Studio PuYUKAI,"Adventure, Comedy, Parody, Fantasy",Spring,True,1,2.0,,
10319,975,Yokohama Kaidashi Kikou,OVA,Manga,2,G - All Ages,7.35,Aniplex,Ajia-Do,"Sci-Fi, Seinen, Slice of Life",Spring,False,3,29.0,Gontiti,Gontiti
10320,22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,OVA,Manga,1,PG-13 - Teens 13 or older,6.86,,J.C.Staff,Comedy,Spring,True,0,6.0,,Sachika Misawa
10321,10342,Tetsuwan Atom: Uchuu no Yuusha,Movie,Original,1,G - All Ages,6.43,Fuji TV,Mushi Production,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Summer,True,0,60.0,,
